64NYT,"After Nightclub Massacre, Obama Expresses Outrage and a Familiar Lament",https://www.nytimes.com/2016/06/13/us/politics/president-obama-expresses-outrage-over-massacre-at-nightclub.html
65FOX,Arkansas governor seeks changes in religious freedom bill,http://www.foxnews.com/politics/2015/04/01/arkansas-governor-sends-religious-freedom-bill-back-to-legislature-seeks.html
65NYT,Arkansas Governor’s Son Thrust Into Spotlight Over Religious Exception Bill,https://mobile.nytimes.com/2015/04/02/us/arkansas-governors-son-thurst-into-spotlight-over-religious-freedom-bill.html
66FOX,IRS extends tax benefits to married gay couples,http://www.foxnews.com/politics/2013/08/29/irs-issues-tax-rules-for-married-gay-couples/
66NYT,Gay Marriages Get Recognition From the I.R.S.,http://www.nytimes.com/2013/08/30/us/politics/irs-to-recognize-all-gay-marriages-regardless-of-state.html
68FOX,"Federal prosecutors plan to file charges against Rep. Grimm, attorney says",http://www.foxnews.com/politics/2014/04/25/federal-prosecutors-plan-to-file-charges-against-rep-grimm-attorney-says.html
68NYT,"Indictment Expected for Grimm, Staten Island Congressman",https://www.nytimes.com/2014/04/26/nyregion/indictment-expected-for-representative-michael-grimm.html
69FOX,"Republicans challenge Clinton claims on budget cuts, Benghazi cable",http://www.foxnews.com/politics/2013/01/24/republicans-challenge-clinton-claims-on-budget-cuts-benghazi-cable/
69NYT,"Facing Congress, Clinton Defends Her Actions Before and After Libya Attack",http://www.nytimes.com/2013/01/24/us/testifying-on-benghazi-clinton-cites-new-security-steps.html
70FOX,"President Trump takes office vowing to restore prosperity, ‘fight’ for country",https://www.foxnews.com/politics/president-trump-takes-office-vowing-to-restore-prosperity-fight-for-country
70NYT,"Donald Trump Is Sworn In as President, Capping His Swift Ascent",https://www.nytimes.com/2017/01/20/us/politics/trump-inauguration-day.html
72FOX,"Obama endorses Clinton for president, on heels of Sanders meeting",http://www.foxnews.com/politics/2016/06/09/obama-endorses-clinton-for-president-on-heels-sanders-meeting.html
72NYT,Bernie Sanders Meets President Obama and Pledges to Work to Defeat Donald Trump,https://mobile.nytimes.com/2016/06/10/us/politics/bernie-sanders-obama-washington.html
75FOX,"As Mueller findings released, 2020 Dems demand to see 'whole damn report'",https://www.foxnews.com/politics/as-mueller-findings-released-2020-dems-demand-whole-report
75NYT,2020 Candidates Demand Full and Immediate Release of Mueller Report,https://www.nytimes.com/2019/03/22/us/politics/mueller-report-2020-candidates.html
77FOX,"FBI fires Peter Strzok, months after anti-Trump texts revealed",http://www.foxnews.com/politics/2018/08/13/fbi-fires-peter-strzok-months-after-anti-trump-texts-revealed.html
77NYT,"F.B.I. Agent Peter Strzok, Who Criticized Trump in Texts, Is Fired",https://www.nytimes.com/2018/08/13/us/politics/peter-strzok-fired-fbi.html
78FOX,Benghazi emails underscore State Department’s concern over failure to act on warnings,http://www.foxnews.com/politics/2013/05/13/benghazi-emails-underscore-state-departments-concern-over-failure-to-act-on/
78NYT,E-Mails Show Jostling Over Benghazi ‘Talking Points’,http://www.nytimes.com/2013/05/16/us/politics/e-mails-show-jostling-over-benghazi-talking-points.html
79FOX,Shooting spurs calls for new lawmaker security measures,http://www.foxnews.com/politics/2017/06/15/shooting-spurs-calls-for-new-lawmaker-security-measures.html
79NYT,"Shooting Brings Rare Comity to the Capital, but Will It Last?",https://mobile.nytimes.com/2017/06/15/us/politics/shooting-brings-rare-comity-to-the-capitol-but-will-it-last.html
80FOX,Supreme Court Questions Claims in Sex Bias Suit Against Wal-Mart,http://www.foxnews.com/politics/2011/03/29/supreme-court-questions-claims-sex-bias-suit-wal-mart/
80NYT,Justices Take Up Crucial Issue in Wal-Mart Suit,https://www.nytimes.com/2011/03/30/business/30walmart.html
81FOX,Who is Dave Brat?,http://www.foxnews.com/politics/2014/06/10/who-is-dave-brat-political-novice-who-beat-house-majority-leader-eric-cantor/
81NYT,"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset",https://www.nytimes.com/2014/06/11/us/politics/eric-cantor-loses-gop-primary.html
82FOX,"Bloomberg says Trump a 'dangerous demagogue,' endorses Clinton at DNC",http://www.foxnews.com/politics/2016/07/27/bloomberg-says-trump-dangerous-demagogue-endorses-clinton-at-dnc.html
82NYT,"For Trump and Bloomberg, Cordial Ties Have Soured",https://www.nytimes.com/2016/07/29/nyregion/for-trump-and-bloomberg-cordial-ties-have-soured.html
83FOX,GOP Smackdown: Rep. Labrador Enters The Race For House Majority Leadership,http://latino.foxnews.com/latino/politics/2014/06/13/rep-labrador-is-running-against-rep-mccarthy-for-house-majority-leadership/
83NYT,"Idaho Republican, Appealing to Right, Enters Race to Replace Cantor",http://mobile.nytimes.com/2014/06/14/us/idaho-republican-appealing-to-right-enters-race-to-replace-cantor.html
85FOX,Jackson pleads guilty over illegal campaign spending spree,http://www.foxnews.com/politics/2013/02/20/jackson-pleads-guilty-to-misuse-campaign-funds/
85NYT,Jesse Jackson Jr. Pleads Guilty in Campaign Money Case,http://www.nytimes.com/2013/02/21/us/politics/jesse-l-jackson-jr-pleads-guilty-to-wire-and-mail-fraud.html
86FOX,Defense Secretary James Mattis to leave as of January 1; Trump taps Patrick Shanahan as acting secretary of defense,https://www.foxnews.com/politics/defense-secretary-james-mattis-to-leave-as-of-january-1-trump-taps-patrick-shanahan-as-acting-secretary-of-defense
86NYT,"Jim Mattis, Defense Secretary, Resigns in Rebuke of Trump’s Worldview",https://www.nytimes.com/2018/12/20/us/politics/jim-mattis-defense-secretary-trump.html
90FOX,Susan Rice calls Netanyahu's Capitol Hill speech 'destructive' to US-Israel relations,http://www.foxnews.com/politics/2015/02/25/white-house-adviser-rice-says-netanyahu-capitol-hill-address-destructive-to-us.html
90NYT,Obama Aide Calls Netanyahu’s Planned Visit ‘Destructive’ to U.S.-Israel Ties,https://www.nytimes.com/2015/02/26/us/politics/susan-rice-calls-netanyahus-planned-visit-destructive-to-us-israel-ties.html
91FOX,"Obama urges new restrictions on assault weapons, magazines as part of gun control plan",http://www.foxnews.com/politics/2013/01/16/obama-urges-new-restrictions-on-assault-weapons-magazines-as-part-gun-control/
91NYT,Obama Poised to Back Comprehensive Plan to Curb Gun Violence,http://www.nytimes.com/2013/01/15/us/politics/biden-meets-with-house-democrats-on-gun-violence-proposals.html
93FOX,"Clinton camp releases candidate's clean bill of health, tax returns",http://www.foxnews.com/politics/2015/07/31/clintoncamp-to-release-doctor-note-saying-in-excellent-condition.html
93NYT,Clintons Report Earnings of $139 Million in Seven Years,https://www.nytimes.com/politics/first-draft/2015/07/31/hillary-clinton-releases-8-years-of-tax-returns
95FOX,Hillary Clinton's use of private email address while secretary of state draws scrutiny,http://www.foxnews.com/politics/2015/03/03/hillary-clinton-exclusively-used-private-email-account-while-secretary-state-ny.html
95NYT,Hillary Clinton Asks State Department to Vet Emails for Release,https://www.nytimes.com/2015/03/06/us/politics/hillary-clinton-asks-state-dept-to-review-emails-for-public-release.html
99FOX,"Rep. Duncan Hunter, wife indicted on corruption charges in California",http://www.foxnews.com/politics/2018/08/21/rep-duncan-hunter-wife-indicted-on-corruption-charges-in-california.html
99NYT,"Representative Duncan Hunter Is Indicted, Accused of Misusing Campaign Funds",https://www.nytimes.com/2018/08/21/us/politics/duncan-hunter-indicted.html
