Article ID,Website,Headline,URL,Caption,Caption Main Entities,Article Main Entities,Match Rate
15FOX,NJ Gov Chris Christie to Throw His Hat in the Ring for White House Run,http://www.foxnews.com/us/2015/06/30/nj-gov-chris-christie-to-throw-his-hat-in-ring-for-white-house-run.html,"          New Jersey Gov. Chris Christie signs the state's 2016 budget, Friday, June 26, 2015, in Trenton, N.J. Christie vetoed more than $1.6 billion from the 2016 budget approved by the Democratic-controlled Legislature and signed a roughly $34 billion budget into law. (AP Photo/Julio Cortez)
          ",,['Chris Christie'],
15NYT,"Chris Christie Announces Run, Pledging ‘Truth’ About Nation’s Woes",https://www.nytimes.com/2015/07/01/us/politics/chris-christie-presidential-campaign.html,"Gov. Chris Christie of New Jersey told supporters on Tuesday in Livingston, N.J., that he was joining the 2016 presidential race.",,['Chris Christie'],
16FOX,Arizona Sheriff Joe Arpaio Endorses Rick Perry,http://latino.foxnews.com/latino/politics/2011/11/29/arizona-sheriff-joe-arpaio-endorses-rick-perry/,HTTP Error,,"['Joe Arpaio', 'Rick Perry']",
16NYT,Perry Wins Endorsement of Sheriff Joe ,http://thecaucus.blogs.nytimes.com/2011/11/29/rick-perry-wins-the-endorsement-of-sheriff-joe-arpaio/,HTTP Error,,"['Joe Arpaio', 'Rick Perry']",
17FOX,RNC Chairman Steele to Announce Intentions on a Second Term,http://www.foxnews.com/politics/2010/12/12/rnc-chairman-michael-steele-expected-resign.html,"          RNC Chairman Michael Steele
          (AP)",,['Michael Steele'],
17NYT,Steele to Announce Decision on R.N.C. Run,http://thecaucus.blogs.nytimes.com/2010/12/12/steele-to-announce-decision-on-r-n-c-run/,HTTP Error,,['Michael Steele'],
18FOX,Netanyahu appears in conservative political ad airing in Florida,http://www.foxnews.com/politics/2012/09/20/netanyahu-star-new-election-ad-airing-in-florida,NONE,,"['Benjamin Netanyahu', 'Barack Obama', 'Secure America Now']",
18NYT,Netanyahu Appears in Conservative Group's Ad ,http://thecaucus.blogs.nytimes.com/2012/09/20/netanyahu-appears-in-conservative-groups-ad/,NONE,,"['Benjamin Netanyahu', 'Barack Obama', 'Secure America Now']",
19FOX,White House Asked Bill Clinton to Urge Sestak to Drop Out of Senate Race,http://www.foxnews.com/politics/2010/05/28/white-house-asked-clinton-urge-sestak-drop-senate-race.html,"          Former President Bill Clinton denies a White House account that he urged Rep. Joe Sestak to drop out of a Senate primary. (AP)
          ",,"['Joe Sestak', 'Obama administration', 'Bill Clinton']",
19NYT,White House Used Bill Clinton to Ask Sestak to Drop Out of Race,https://thecaucus.blogs.nytimes.com/2010/05/28/white-house-used-bill-clinton-to-ask-sestak-to-drop-out-of-race/,NONE,,"['Joe Sestak', 'Obama administration', 'Bill Clinton']",
01FOX,"Trump Bows Out as Moderator of GOP Debate, Reserves Right to Run for President",http://www.foxnews.com/politics/2011/12/13/trump-bows-out-as-moderator-gop-debate-reserves-right-to-run-for-president/,"          Dec. 5, 2011: Donald Trump speaks in New York.
          (AP)",,['Donald Trump'],
01NYT,Trump Won't Go Forward With Debate,http://thecaucus.blogs.nytimes.com/2011/12/13/trump-wont-go-forward-with-debate/,NONE,,['Donald Trump'],
20FOX,Dem running for Senate in Iowa mocks Grassley as farmer 'who never went to law school',http://www.foxnews.com/politics/2014/03/25/rep-braley-mocks-sen-grassley-as-just-iowa-farmer-who-never-went-to-law-school/,"          Rep. Bruce Braley, left, and Sen. Chuck Grassley.
          (AP/reuters)",,"['Bruce Braley', 'Chuck Grassley']",
20NYT,Representative Apologizes for Criticizing Iowa Senator,https://www.nytimes.com/2014/03/26/us/politics/representative-apologizes-for-criticizing-iowa-senator.html,America Rising posted video of Representative Bruce Braley talking about Senator Charles E. Grassley.,,"['Bruce Braley', 'Chuck Grassley']",
21FOX,Colorado's top cop defends pot law after challenges from neighboring states ,http://www.foxnews.com/politics/2014/12/19/colorado-top-cop-defends-pot-law-after-challenges-from-neighboring-states.html,"          ASPEN, CO - APRIL 18:  An array of marijuana samples are seen on a table at the Cannabis Crown 2010 expo in Aspen, Colorado. Colorado, one of 14 states to allow use of medical marijuana, has experienced an explosion in marijuana dispensaries, trade shows and related businesses in the last year as marijuana use becomes more mainstream.  (Photo by Chris Hondros/Getty Images)
          (2010 Getty Images)",,"['Colorado officials', 'Nebraska officials']",
21NYT,Nebraska and Oklahoma Sue Colorado Over Marijuana Law,https://www.nytimes.com/2014/12/19/us/politics/nebraska-and-oklahoma-sue-colorado-over-marijuana-law.html,Cultivating marijuana near Colorado Springs in February. A suit argues that an influx of marijuana has taxed law enforcement in other states.,,"['Colorado officials', 'Nebraska and Oklahoma officials']",
22FOX,"Clinton, advisers have lots to say on key trade legislation, except where candidate stands",http://www.foxnews.com/politics/2015/06/14/clinton-stays-mum-on-critical-trade-agreement-adviser-says-waiting-for-final.html,New questions over Clinton campaign strategy on 'The Kelly File',,"['Hillary Clinton', 'Barack Obama']",
22NYT,Hillary Clinton Urges Obama to Listen to Democrats on Trade Deal,https://www.nytimes.com/politics/first-draft/2015/06/14/hillary-clinton-urges-obama-to-listen-to-democrats-on-trade-deal/,Hillary Rodham Clinton on Sunday urged President Obama to make changes to the Trans-Pacific Partnership trade deal during a speech in Des Moines.,,"['Hillary Clinton', 'Bernie Sanders', 'Barack Obama']",
23FOX,Senate intel panel subpoenas two Flynn businesses in Russia probe,http://www.foxnews.com/politics/2017/05/23/senate-intel-panel-subpoenas-two-flynn-businesses-in-russia-probe.html,Former national security adviser says he will not provide records to the Senate Intelligence Committee; chief intelligence correspondent Catherine Herridge reports from Washington,,"['Michael Flynn', 'Donald Trump']",
23NYT,"House Intelligence Committee Will Subpoena Flynn, Schiff Says",https://mobile.nytimes.com/2017/05/24/us/politics/flynn-subpoena-house-intelligence-committee.html,"Michael T. Flynn, President Trump’s former national security adviser, at Trump Tower in Manhattan in December.",,"['Michael Flynn', 'Adam Schiff', 'Donald Trump']",
24FOX,FBI's show of force in Roger Stone arrest spurs criticism of Mueller tactics,https://www.foxnews.com/politics/roger-stones-predawn-fbi-arrest-operation-sparks-controversy,NONE,,"['Roger Stone', 'Robert Mueller', 'Donald Trump']",
24NYT,"Indicting Roger Stone, Mueller Shows Link Between Trump Campaign and WikiLeaks",https://www.nytimes.com/2019/01/25/us/politics/roger-stone-trump-mueller.html,"Roger J. Stone Jr., a longtime Trump adviser, has been charged as part of the investigation by the special counsel, Robert S. Mueller III. He was arrested in a pre-dawn F.B.I. raid in Fort Lauderdale, Fla., and appeared in court on Friday.",,"['Roger Stone', 'Robert Mueller', 'Donald Trump']",
25FOX,"Congress rejects Obama veto of 9/11 bill, in first override of presidency",http://www.foxnews.com/politics/2016/09/29/congress-rejects-obama-veto-911-bill-in-first-override-presidency.html,Insight from the Wall Street Journal's John Bussey and Fox News senior judicial analyst Judge Andrew Napolitano,,['Barack Obama'],
25NYT,Senate Set to Override Veto on Bill Allowing 9/11 Suits Against Saudi Arabia,https://mobile.nytimes.com/2016/09/29/us/politics/senate-9-11-saudi-arabia.html,"Representative Nancy Pelosi of California, who plans to support a veto override effort, tried on Tuesday to play down any split between Democrats and Mr. Obama.",,['Barack Obama'],
26FOX,"Trump warns shutdown could last 'years,' says he may declare 'national emergency' to build border wall",https://www.foxnews.com/politics/congressional-leaders-meet-at-white-house-as-shutdown-stances-harden,President Trump says discussions will continue about funding for border security after meeting with congressional leaders at the White House.,,['Donald Trump'],
26NYT,Trump says he could keep shutdown going for months or years,https://www.nytimes.com/2019/01/02/us/politics/trump-congress-shutdown.html,"Congressional leaders, including Representative Nancy Pelosi and Senator Chuck Schumer, met with President Trump to discuss border security. Ms. Pelosi said Democrats will put forth legislation to end the shutdown.",,"['Donald Trump', 'Democratic Lawmakers']",
27FOX,Trump gets into Twitter feud with former Mexican president,http://www.foxnews.com/politics/2016/08/31/trump-gets-into-twitter-feud-with-former-mexican-president.html,Strategy Room: Chuck Rocha and Marjorie Dannenfelser discuss Donald Trump's meeting with the President of Mexico today and how it might affect his speech tonight in Arizona ,,"['Donald Trump', 'Vicente Fox']",
27NYT,"Vicente Fox, Ex-President of Mexico, Scoffs at Donald Trump’s Visit",https://mobile.nytimes.com/2016/09/01/us/politics/vicente-fox-mexico.html,Former President Vicente Fox met with international reporters at a Mexico City hotel in September 2014.,,"['Donald Trump', 'Vicente Fox']",
28FOX,Joe Lieberman emerges as Trump's top choice for FBI director,http://www.foxnews.com/politics/2017/05/18/joe-lieberman-emerges-as-trumps-top-choice-for-fbi-director.print.html,NONE,,"['Donald Trump', 'Joe Lieberman']",
28NYT,"Lieberman Is a Finalist for F.B.I. Director, Trump Says",https://mobile.nytimes.com/2017/05/18/us/politics/trump-fbi-director-lieberman.html,"Joseph I. Lieberman, the former Democratic senator and vice-presidential nominee, left the White House on Wednesday.",,"['Donald Trump', 'Joe Lieberman']",
29FOX,Trump: Roy Moore will 'step aside' if sexual misconduct allegations are true,http://www.foxnews.com/politics/2017/11/09/trump-roy-moore-will-step-aside-if-sexual-misconduct-allegations-are-true.html,"Griff Jenkins reports from Washington, D.C.",,"['Donald Trump', 'Roy Moore']",
29NYT,Alabama Republicans Defend Roy Moore: ‘It Was 40 Years Ago’,https://mobile.nytimes.com/2017/11/10/us/politics/roy-moore-alabama-republicans.html,"Roy S. Moore, the Republican nominee for Senate in Alabama, was accused of making sexual advances toward teenage girls. A state official said that the women’s claims were “much ado about nothing” and that Mr. Moore had done nothing “immoral or illegal.”",,"['Alabama Republicans', 'Roy Moore']",
02FOX,"Trump declares emergency on border, eyes $8B for wall as he signs spending package",https://www.foxnews.com/politics/trump-eyes-8b-border-wall-funding-emergency-declaration,Trump says he will be signing a national emergency declaration to confront the crisis at the southern border.,,['Donald Trump'],
02NYT,"Trump Declares a National Emergency, and Provokes a Constitutional Clash",https://www.nytimes.com/2019/02/15/us/politics/national-emergency-trump.html,"After declaring a national emergency to build a border wall, President Trump said “I want to get it done faster, that’s all.” The move bypasses Congress.",,['Donald Trump'],
30FOX,"IRS official who refused to testify facing more scrutiny over scandal, past",http://www.foxnews.com/politics/2013/05/23/irs-official-who-refused-to-testify-facing-more-scrutiny-over-scandal-past/,Doug McKelway reports,,['Lois Lerner'],
30NYT,I.R.S. Official Invokes 5th Amendment at Hearing,http://www.nytimes.com/2013/05/23/us/politics/irs-official-denies-misleading-congress.html,Lois Lerner of the Internal Revenue Service leaving a House hearing on Wednesday on the agency’s focus on conservative groups.,,"['Lois lerner', 'Internal Revenue Service']",
31FOX,Glenn Beck Rips Progressivism at CPAC,http://www.foxnews.com/politics/2010/02/20/beck-encourages-conservatives,"          Feb. 20: Glenn Beck delivers keynote address at CPAC.
          (AP)",,['Glenn Beck'],
31NYT,Beck Wows the CPAC Crowd,https://thecaucus.blogs.nytimes.com/2010/02/20/beck-wows-the-cpac-crowd/,NONE,,['Glenn Beck'],
32FOX,"Cruz blames Trump for affair story, hints he wouldn't support him in general election",http://latino.foxnews.com/latino/politics/2016/03/25/cruz-blames-trump-for-affair-report-hints-wouldnt-support-him-in-general/,HTTP Error,,"['Donald Trump', 'Ted Cruz', 'National Enquirer']",
32NYT,Arguments Get Personal Between Donald Trump and Ted Cruz,https://www.nytimes.com/politics/first-draft/2016/03/25/arguments-get-personal-between-donald-trump-and-ted-cruz/,"Donald Trump and Melania Trump in the spin room after the Republican presidential debate at the University of Miami in Coral Gables, Fla., on March 10.",,"['Donald Trump', 'Ted Cruz']",
33FOX,Elizabeth Cheney blasted by older sister over gay-marriage stance,http://www.foxnews.com/politics/2013/09/01/elizabeth-cheney-blasted-by-older-sister-over-gay-marriage-stance/,"          FILE - In this July 17, 2013, file photo Liz Cheney campaigns in Casper, Wyoming, after announcing the day before her GOP primary challenge to Wyoming's senior U.S. incumbent Sen. Mike Enzi. Liz, former Vice President Dick Cheney's eldest daughter has galvanized the state's political scene by seeking the seat of Sen. Mike Enzi, a Republican favored by his party's establishment. Family does matter in the runup to next fall's Senate elections: Candidates are wielding famous political pedigrees in a number of races that could determine whether Democrats maintain control in the 2014 elections. (AP Photo/Matt Young, File)
          (A2013)",,"['Mary Cheney', 'Liz Cheney']",
33NYT,Mary Cheney Criticizes Her Sister on Same-Sex Marriage,https://thecaucus.blogs.nytimes.com/2013/08/31/mary-cheney-criticizes-her-sister-on-same-sex-marriage/,Mary Cheney in 2009.,,"['Mary Cheney', 'Liz Cheney']",
34FOX,Texas Rep. Blake Farenthold resigns from Congress,http://www.foxnews.com/politics/2018/04/06/texas-rep-blake-farenthold-resigns-from-congress.html,"          Rep. Blake Farenthold arrives before Deputy U.S. Attorney General Rod Rosenstein testifies to the House Judiciary Committee hearing on oversight of the Justice Department on Capitol Hill in Washington, U.S., December 13, 2017.   REUTERS/Joshua Roberts - RC1CC7E0DBA0
          ",,['Blake Farenthold'],
34NYT,Texas Congressman Who Settled Harassment Case With Taxpayer Funds Resigns,https://mobile.nytimes.com/2018/04/06/us/politics/farenthold-harassment-case-resigns.html,"Representative Blake Farenthold, Republican of Texas, in December at the Capitol.",,['Blake Farenthold'],
35FOX,Maine Gov. LePage opens door to early exit,http://www.foxnews.com/politics/2016/08/30/maine-gov-lepage-opens-door-to-early-exit.html,"Maine governor on reducing state income tax rate, spending",,['Paul LePage'],
35NYT,"Paul LePage, the Governor of Maine, Now Says He’s Not Quitting",https://mobile.nytimes.com/2016/09/01/us/paul-lepage-maine-governor.html,NONE,,['Paul LePage'],
36FOX,Benghazi committee seeks 'transcribed' interview with Clinton over deleted records,http://www.foxnews.com/politics/2015/03/31/benghazi-committee-requests-clinton-submit-to-interview-about-private-deleted.html,Gowdy: Clinton wiped server clean on 'Hannity',,"['Hillary Clinton', 'Trey Gowdy']",
36NYT,House Panel Seeks Private Talk With Hillary Clinton About Email,https://www.nytimes.com/2015/04/01/us/politics/hillary-clinton-email-benghazi-inquiry.html,Hillary Rodham Clinton has been asked by a congressman to privately discuss email from her time as the secretary of state.,,"['Hillary Clinton', 'Trey Gowdy']",
37FOX,GOP Senators Keep Pressure on Steele Over 'Inaccurate' Afghanistan Comments,http://www.foxnews.com/politics/2010/07/04/gop-senators-pressure-steele-inaccurate-afghanistan-comments.html,"          Republican National Committee Chairman Michael Steele answers questions before speaking to the San Francisco Chamber of Commerce in San Francisco June 24. (AP Photo)
          ",,['Michael Steele'],
37NYT,Michael Steele Criticized for Afghanistan Comments,http://www.nytimes.com/2010/07/03/us/politics/03steele.html,NONE,,"['Michael Steele', 'Barack Obama']",
38FOX,Pelosi wins another term as House Democratic leader; Ryan’s dynamic challenge falls short,http://www.foxnews.com/politics/2016/11/30/house-democrats-set-to-vote-for-leader.html,Minority leader fends off challenge from Rep. Tim Ryan,,"['Nancy Pelosi', 'Tim Ryan']",
38NYT,Nancy Pelosi Beats Back House Democratic Leadership Challenge,https://www.nytimes.com/2016/11/30/us/politics/nancy-pelosi-house-democrats-tim-ryan.html,"Nancy Pelosi, the House minority leader, was challenged for the position by Representative Tim Ryan of Ohio.",,"['Nancy Pelosi', 'House Democrats']",
39FOX,Republicans prepare to go nuclear with Gorsuch vote as Dems seek new delay,http://www.foxnews.com/politics/2017/03/22/republicans-prepare-to-go-nuclear-with-gorsuch-vote-as-dems-seek-new-delay.html,Sen. John Thune reacts to criticism from colleagues,,"['Neil Gorsuch', 'Democratic lawmakers', 'Republican lawmakers']",
39NYT,Democrats Plan to Filibuster to Thwart Gorsuch Nomination,https://www.nytimes.com/2017/03/23/us/politics/democrats-filibuster-neil-gorsuch-nomination.html,Judge Neil M. Gorsuch at his Supreme Court confirmation hearing on Capitol Hill on Wednesday.,,"['Neil Gorsuch', 'Democratic lawmakers', 'Republican lawmakers']",
03FOX,"Double-Dip Recession Possible Without Tax Deal, Obama's Top Economic Aide Warns",http://www.foxnews.com/politics/2010/12/08/double-dip-recession-possible-tax-deal-obamas-economic-aide-warns/,"          FILE: Oct. 16, 2009: Lawrence Summers, then-White House chief economic adviser, speaks at the Buttonwood Gathering in New York.
          (AP)",,"['Barack Obama', 'Senate Democrats']",
03NYT,"Biden Tries, Again, to Sell Tax Compromise to Hill Democrats",http://thecaucus.blogs.nytimes.com/2010/12/08/biden-tries-again-to-sell-tax-compromise-to-hill-democrats/,NONE,,"['Barack Obama', 'senate Democrats']",
40FOX,"Sparks fly as Biden, Ryan face off in feisty vice presidential debate",http://www.foxnews.com/politics/2012/10/11/biden-ryan-face-off-in-high-stakes-vice-presidential-debate-in-kentucky/,VP Joe Biden or Rep. Paul Ryan?,,"['Joe Biden', 'Paul Ryan']",
40NYT,Biden Takes Off Gloves in Vice-Presidential Debate,http://www.nytimes.com/2012/10/12/us/politics/biden-takes-off-gloves-in-vice-presidential-debate.html,"October 11, 2012 — Highlights from the vice-presidential debate.",,"['Joe Biden', 'Paul Ryan']",
41FOX,"Romney reaffirms belief in marriage as between man, woman",http://www.foxnews.com/politics/2012/05/09/romney-reaffirms-belief-in-marriage-as-between-man-woman/,NONE,,"['Mitt Romney', 'Barack Obama']",
41NYT,"Romney Reaffirms Opposition to Marriage, or Unions, for Gay Couples",https://www.nytimes.com/2012/05/10/us/politics/romney-reaffirms-opposition-to-marriage-or-similar-for-gay-couples.html,"Mitt Romney campaigning Wednesday in Fort Lupton, Colo. He has said he favors some rights for same-sex couples, but not rights tantamount to marriage.",,"['Mitt Romney', 'Barack Obama']",
42FOX,NAACP Resolution Calls on Tea Party to Repudiate 'Racist Elements' in Movement,http://www.foxnews.com/politics/2010/07/13/tea-party-preempts-racist-resolution-condemns-bigoted-naacp/,"          The audience applauds after first lady Michelle Obama speaks at the annual NAACP convention July 12 in Kansas City, Mo. (AP Photo)
          ",,"['NAACP', 'Tea Party']",
42NYT,N.A.A.C.P. Challenges Tea Party on Racism,http://thecaucus.blogs.nytimes.com/2010/07/13/n-a-a-c-p-challenges-tea-party-on-racism/,NONE,,"['NAACP', 'Tea Party']",
43FOX,Obama: ‘In God We Trust' Vote Not Creating Jobs,http://www.foxnews.com/politics/2011/11/02/obama-in-god-trust-vote-not-creating-jobs/,NONE,,"['Barack Obama', 'Senate Republicans']",
43NYT,Obama Taunts G.O.P.  for Ignoring Jobs Bill,http://thecaucus.blogs.nytimes.com/2011/11/02/obama-taunts-house-for-ignoring-jobs-bill/,NONE,,"['Barack Obama', 'Senate Republicans']",
44FOX,Boehner: '1-in-3 chance' Republicans could lose House in November,http://www.foxnews.com/politics/2012/04/23/boehner-1-in-3-chance-gop-could-lose-house/,Sneak peek at Bill Hemmer's interview,,"['John Boehner', 'Democrats', 'Republicans']",
44NYT,Boehner Sees One-in-Three Chance G.O.P. Will Lose House,http://thecaucus.blogs.nytimes.com/2012/04/23/boehner-offers-g-o-p-a-warning-on-control-of-the-house/,NONE,,"['John Boehner', 'Democrats', 'Republicans']",
45FOX,Suspect arrested in Florida in connection with suspicious packages sent to Democrats,https://www.foxnews.com/us/suspect-arrested-in-florida-in-connection-with-suspicious-packages-sent-to-democrats,"Attorney General Jeff Sessions and FBI Director Christopher Wray hold a news conference at the Justice Department on the arrest of Cesar Sayoc, who was identified using DNA and fingerprint evidence and stands charged with five crimes, including illegal mailing of explosives.",,"['Cesar Sayoc', 'Law enforcement/Federal authorities']",
45NYT,Pipe Bomb Suspect Arrested in Southern Florida,https://www.nytimes.com/2018/10/26/nyregion/cnn-cory-booker-pipe-bombs-sent.html,"A package addressed to James R. Clapper Jr., the former director of national intelligence, was meant to be delivered to the New York offices of CNN, but was intercepted at a mail facility in Midtown Manhattan on Friday, police officials said.",,"['Cesar Sayoc', 'Law enforcement/Federal authorities']",
46FOX,"Trump calls Flynn treatment 'unfair,' claims Clinton 'lied many times' with impunity",https://www.foxnews.com/politics/trump-calls-flynn-treatment-unfair-claims-clinton-lied-many-times-with-impunity,The president says Hillary Clinton lied 'many times' to the FBI and 'nothing happened to her.',,"['Michael Flynn', 'Donald Trump']",
46NYT,"F.B.I. 'Destroyed' Flynn’s Life for Lying, Trump Says, but 'Nothing Happened' to Clinton",https://www.nytimes.com/2017/12/04/us/politics/fbi-michael-flynn-trump.html,"President Trump spoke on Monday about Michael T. Flynn, his former national security adviser who admitted lying to the F.B.I.",,"['Michael Flynn', 'Donald Trump']",
47FOX,Trump says 'too many voices are being destroyed' by social media censorship,http://www.foxnews.com/politics/2018/08/18/trump-says-too-many-voices-are-being-destroyed-by-social-media-censorship.html,"A new Vice investigation has exposed apparent shadow bans on conservative accounts on Twitter, while Google-owned YouTube recently removed several videos purely for their political content. #Tucker",,"['Donald Trump', 'social media companies']",
47NYT,Trump Accuses Social Media Firms of Discrimination Against Conservatives,https://www.nytimes.com/2018/08/18/us/politics/trump-social-media-conservatives.html,President Trump hinted that he might take action against social media companies that remove content from conservatives.,,"['Donald Trump', 'social media companies']",
48FOX,N.C. Congressman Apologizes for Physical Confrontation With Man in Washington,https://www.foxnews.com/politics/n-c-congressman-apologizes-for-physical-confrontation-with-man-in-washington,An amateur video posted to YouTube shows Rep. Bob Etheridge grabbing the neck of an unidentified man who questioned him on a street in Washington (YouTube).,,['Bob Etheridge'],
48NYT,"Etheridge, Caught on Video, Apologizes ",https://archive.nytimes.com/query.nytimes.com/gst/fullpage-9E03E1D61E3DF936A25755C0A9669D8B63.html,NONE,,['Bob Etheridge'],
49FOX,Bachmann Newsweek Cover Goes for Insult But Gets Criticism in Return,http://www.foxnews.com/politics/2011/08/09/bachmann-newsweek-cover-goes-for-insult-but-gets-criticism-in-return/,NONE,,"['Newsweek', 'Michele Bachmann']",
49NYT,Bachmann Cover Controversy Prompts Response From Newsweek,http://thecaucus.blogs.nytimes.com/2011/08/09/newsweeks-bachmann-cover-causes-controversy/,NONE,,"['Newsweek', 'Michele Bachmann']",
04FOX,Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,http://www.foxnews.com/politics/2014/11/30/aide-to-gop-lawmaker-apologizes-for-facebook-post-ripping-obama-daughters.html,"          November 26, 2014: President Barack Obama, joined by his daughters Malia, right, and Sasha, center, speaks during the presidential turkey pardon ceremony at the White House. (AP Photo/Jacquelyn Martin)
          ",,"['Elizabeth Lauten', 'Barack Obama', 'Sasha and Malia Obama']",
04NYT,"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia",https://www.nytimes.com/2014/12/02/us/gop-aide-quits-after-ridiculing-obamas-daughters.html,A Republican spokeswoman found fault with the attire of Sasha and Malia Obama at the presidential turkey pardon.,,"['Elizabeth Lauten', 'Barack Obama', 'Sasha and Malia Obama', 'Stephen Fincher']",
50FOX,"Santorum: 'Phony theology' comment was about energy policy, not Christian faith",http://www.foxnews.com/politics/2012/02/19/santorum-talks-economy-with-phony-theology-comment-but-social-debate-ensues/,"          Feb. 18, 2012: Rick Santorum speaks at the Ohio Christian Alliance conference in Columbus.
          (AP)",,"['Rick Santorum', 'Barack Obama']",
50NYT,Santorum Defends Comments on Obama and Education,http://thecaucus.blogs.nytimes.com/2012/02/19/santorum-defends-comments-on-obama-and-education/,NONE,,"['Rick Santorum', 'Barack Obama']",
51FOX,"Kathy Griffin apologizes for photo shoot with bloodied Trump mask, says she 'went too far'",http://www.foxnews.com/entertainment/2017/05/30/kathy-griffin-apologizes-for-photo-shoot-with-bloodied-trump-mask-says-went-too-far.html,(Courtesy of Tyler Shields),,['Kathy Griffin'],
51NYT,Trump Lashes Out at Kathy Griffin and Democrats,https://mobile.nytimes.com/2017/05/31/us/politics/trump-kathy-griffin-comedian-democrats.html,President Trump at an event at the White House on May 12.,,"['Kathy Griffin', 'Donald Trump']",
52FOX,Trump says he appreciates Mueller’s statement disputing BuzzFeed report,https://www.foxnews.com/politics/trump-says-he-appreciates-muellers-statement-disputing-buzzfeed-report,NONE,,"['BuzzFeed', 'Robert Mueller', 'Donald Trump', 'Michael Cohen']",
52NYT,Mueller Statement Disputes Report That Trump Directed Cohen to Lie,https://www.nytimes.com/2019/01/18/us/politics/buzzfeed-cohen-russia-tower.html,"Michael D. Cohen, President Trump’s longtime lawyer and fixer, was sentenced last month to three years in prison.",,"['BuzzFeed', 'Robert Mueller', 'Donald Trump', 'Michael Cohen']",
53FOX,"Huckabee announces 2016 White House bid, with focus on economy and security | Fox News",http://www.foxnews.com/politics/2015/05/05/huckabee-announces-2016-white-house-bid.html,Former Arkansas governor joins race for the White House,,['Mike Huckabee'],
53NYT,Mike Huckabee on the Issues,https://www.nytimes.com/2015/05/06/us/politics/mike-huckabee-on-the-issues.html,Mike Huckabee at the National Rifle Association's annual meeting in Nashville last month.,,['Mike Huckabee'],
